time period,train operating company name,NR on TOC External,NR on TOC Non Track Assets,NR on TOC Severe Weather,NR on TOC Track,TOC on Self Fleet,TOC on Self Operations,TOC on Self Traincrew,TOC on TOC Fleet,TOC on TOC Operations,TOC on TOC Traincrew
Apr 2022 to Mar 2023 (Period 03),Lumo,817.0,559.0,3.0,189.0,599.0,68.0,129.0,304.0,6.0,98.0
Apr 2022 to Mar 2023 (Period 04),Lumo,546.0,485.0,478.0,95.0,152.0,31.0,133.0,391.0,70.0,153.0
Apr 2022 to Mar 2023 (Period 05),Lumo,575.0,646.0,610.0,398.0,101.0,113.0,65.0,789.0,26.0,64.0
Apr 2022 to Mar 2023 (Period 06),Lumo,203.0,844.0,102.0,309.0,463.0,137.0,138.0,248.0,43.0,72.0
Apr 2022 to Mar 2023 (Period 07),Lumo,153.0,118.0,108.0,276.0,61.0,15.0,82.0,130.0,55.5,53.5
Apr 2022 to Mar 2023 (Period 08),Lumo,789.0,262.3,282.0,172.0,147.7,28.0,7.0,549.0,43.0,148.0
Apr 2022 to Mar 2023 (Period 09),Lumo,1301.0,287.0,674.5,521.0,10.0,169.0,299.0,361.0,18.0,148.5
Apr 2022 to Mar 2023 (Period 10),Lumo,166.6,354.9,307.0,351.0,575.8,33.0,197.0,414.0,60.5,124.0
Apr 2022 to Mar 2023 (Period 11),Lumo,102.0,867.1,305.0,509.0,319.9,66.0,8.0,241.0,39.0,59.0
Apr 2022 to Mar 2023 (Period 12),Lumo,386.0,371.4,151.0,321.0,170.7,147.6,7.0,156.6,44.5,116.0
Apr 2022 to Mar 2023 (Period 13),Lumo,454.9,561.1,293.8,743.0,65.2,94.1,8.9,444.7,46.0,101.4
Apr 2023 to Mar 2024 (Period 01),Lumo,1075.0,325.0,150.0,278.0,84.0,4.0,134.0,166.0,12.5,33.0
Apr 2023 to Mar 2024 (Period 02),Lumo,498.0,511.0,66.0,319.0,62.0,15.5,3.0,219.5,43.0,99.5
Apr 2023 to Mar 2024 (Period 03),Lumo,867.2,683.4,59.2,401.0,289.8,159.5,24.0,772.0,53.0,97.0
Apr 2023 to Mar 2024 (Period 04),Lumo,433.0,347.0,46.0,228.0,149.0,100.0,8.0,126.0,57.0,190.1
Apr 2023 to Mar 2024 (Period 05),Lumo,625.0,762.0,7.0,245.0,94.0,9.0,[z],254.0,33.0,109.0
Apr 2023 to Mar 2024 (Period 06),Lumo,294.0,427.0,27.0,95.0,322.0,96.0,10.0,198.0,54.5,71.0
Apr 2023 to Mar 2024 (Period 07),Lumo,984.0,952.0,59.0,164.0,47.0,46.0,[z],246.0,61.0,97.5
Apr 2023 to Mar 2024 (Period 08),Lumo,334.0,1533.5,2428.0,214.0,181.0,54.5,26.0,203.3,164.0,127.0
Apr 2023 to Mar 2024 (Period 09),Lumo,234.0,1394.0,910.0,393.0,5.0,10.0,19.0,241.0,85.5,70.0
Apr 2023 to Mar 2024 (Period 10),Lumo,94.0,1334.0,1728.0,65.0,122.0,12.0,2.0,469.0,60.5,160.5
Apr 2023 to Mar 2024 (Period 11),Lumo,616.0,469.0,471.0,195.0,40.0,36.5,216.0,328.0,36.8,62.2
Apr 2023 to Mar 2024 (Period 12),Lumo,590.0,375.0,99.0,157.0,56.5,23.0,12.0,205.0,17.3,110.0
Apr 2023 to Mar 2024 (Period 13),Lumo,295.4,515.7,266.4,275.0,4.0,11.1,10.0,213.6,59.0,203.8
Apr 2024 to Mar 2025 (Period 01),Lumo,459.0,298.0,591.0,253.0,223.0,14.0,14.5,358.0,106.5,78.0
Apr 2024 to Mar 2025 (Period 02),Lumo,1702.0,589.0,124.0,1059.0,5.0,28.0,50.5,153.0,74.5,113.0
Apr 2024 to Mar 2025 (Period 03),Lumo,1090.0,456.0,17.0,81.0,29.0,128.5,6.0,570.0,84.5,146.3
Apr 2024 to Mar 2025 (Period 04),Lumo,1606.0,806.0,12.0,166.0,[z],23.5,191.5,236.0,102.0,92.0
Apr 2024 to Mar 2025 (Period 05),Lumo,1122.0,543.0,41.0,149.0,8.0,33.0,20.0,330.0,96.5,129.5
Apr 2024 to Mar 2025 (Period 06),Lumo,1393.0,566.0,76.0,335.0,121.0,9.5,2.0,220.5,69.0,94.0
Apr 2024 to Mar 2025 (Period 07),Lumo,1214.0,356.0,137.0,144.0,245.0,61.5,11.0,116.0,54.0,106.0
Apr 2024 to Mar 2025 (Period 08),Lumo,463.0,551.0,104.0,187.0,181.0,61.0,3.0,220.0,76.5,71.0
Apr 2024 to Mar 2025 (Period 09),Lumo,653.4,1156.4,879.1,277.0,16.0,60.5,100.0,635.2,39.5,263.0
Apr 2024 to Mar 2025 (Period 10),Lumo,1136.7,161.3,780.1,169.0,19.7,92.5,338.0,760.3,61.0,101.0
Apr 2024 to Mar 2025 (Period 11),Lumo,676.4,737.0,1569.0,206.0,63.4,33.0,3.0,633.0,8.5,32.0
Apr 2024 to Mar 2025 (Period 12),Lumo,372.0,291.0,98.0,241.4,4.0,10.5,[z],217.6,20.0,51.0
Apr 2024 to Mar 2025 (Period 13),Lumo,389.0,581.7,14.7,345.0,164.6,99.4,13.1,274.3,27.6,71.1
Apr 2025 to Mar 2026 (Period 01),Lumo,975.3,613.5,129.4,203.0,110.5,76.3,44.6,251.0,116.4,244.7
Apr 2022 to Mar 2023 (Period 01),Merseyrail,442.0,628.0,[z],8.0,332.0,245.5,423.0,24.0,2.8,[z]
Apr 2022 to Mar 2023 (Period 02),Merseyrail,674.0,1343.0,[z],333.0,878.5,387.5,1083.5,10.0,14.0,4.0
Apr 2022 to Mar 2023 (Period 03),Merseyrail,1188.0,553.0,14.0,188.0,825.5,444.5,1213.0,7.0,[z],16.0
Apr 2022 to Mar 2023 (Period 04),Merseyrail,2032.0,3550.0,160.0,3.0,1175.5,456.0,1219.0,41.0,9.0,20.0
Apr 2022 to Mar 2023 (Period 05),Merseyrail,667.0,718.0,141.0,200.0,722.5,514.0,1029.0,126.0,36.1,19.0
Apr 2022 to Mar 2023 (Period 06),Merseyrail,1617.0,484.0,39.0,341.0,520.0,233.5,555.0,47.0,50.0,32.0
Apr 2022 to Mar 2023 (Period 07),Merseyrail,484.0,280.0,6.5,828.0,589.0,225.5,376.0,27.0,45.0,14.0
Apr 2022 to Mar 2023 (Period 08),Merseyrail,1149.0,889.0,237.5,[z],1040.0,347.5,1220.0,14.0,2.8,5.0
Apr 2022 to Mar 2023 (Period 09),Merseyrail,1923.0,859.0,709.0,61.0,864.0,449.0,389.5,39.0,13.7,73.0
Apr 2022 to Mar 2023 (Period 10),Merseyrail,701.0,1214.0,321.0,126.0,655.0,407.5,538.5,32.0,13.7,35.0
Apr 2022 to Mar 2023 (Period 11),Merseyrail,983.0,886.0,1296.0,37.0,1358.0,552.0,776.0,24.0,12.8,17.0
Apr 2022 to Mar 2023 (Period 12),Merseyrail,179.0,613.0,[z],123.0,1472.5,234.0,502.0,90.0,11.8,50.0
Apr 2022 to Mar 2023 (Period 13),Merseyrail,1373.3,1708.1,125.4,52.0,1317.6,172.6,633.3,3.0,14.0,20.0
Apr 2023 to Mar 2024 (Period 01),Merseyrail,717.0,1006.0,12.0,220.0,1862.0,267.5,602.0,35.0,72.5,17.0
Apr 2023 to Mar 2024 (Period 02),Merseyrail,1169.0,697.0,9.0,5.0,2482.5,500.0,830.0,27.0,10.5,36.0
Apr 2023 to Mar 2024 (Period 03),Merseyrail,509.0,1105.0,240.0,78.0,2212.5,453.5,1072.0,82.0,46.0,49.0
Apr 2023 to Mar 2024 (Period 04),Merseyrail,1105.0,560.0,229.0,487.0,1482.5,248.5,656.0,91.5,20.0,232.0
Apr 2023 to Mar 2024 (Period 05),Merseyrail,2529.0,1534.0,14.0,1.0,2405.0,299.5,1020.0,31.0,22.0,35.0
Apr 2023 to Mar 2024 (Period 06),Merseyrail,968.0,798.0,209.0,12.0,2596.5,575.0,982.5,16.5,11.0,54.0
Apr 2023 to Mar 2024 (Period 07),Merseyrail,1266.0,2090.0,224.5,196.0,4102.0,502.5,1182.0,20.0,13.0,26.0
Apr 2023 to Mar 2024 (Period 08),Merseyrail,850.0,1243.0,1082.5,[z],5355.0,668.5,548.5,25.0,16.5,[z]
Apr 2023 to Mar 2024 (Period 09),Merseyrail,1393.0,609.0,1466.5,476.0,6029.5,835.0,1020.5,45.0,3.0,33.0
Apr 2023 to Mar 2024 (Period 10),Merseyrail,1025.0,2463.0,320.5,26.0,5852.0,1016.5,896.0,99.0,11.0,88.0
Apr 2023 to Mar 2024 (Period 11),Merseyrail,711.0,1693.0,483.0,[z],7111.0,838.5,1016.0,168.0,5.4,3.0
Apr 2023 to Mar 2024 (Period 12),Merseyrail,824.7,1318.0,23.0,374.0,7221.0,711.0,859.5,23.0,3.0,39.0
Apr 2023 to Mar 2024 (Period 13),Merseyrail,1108.3,652.2,7.7,161.0,5358.5,625.6,761.0,33.0,21.0,6.0
Apr 2024 to Mar 2025 (Period 01),Merseyrail,1694.0,567.0,284.0,59.0,5124.0,487.5,704.5,72.0,99.0,35.0
Apr 2024 to Mar 2025 (Period 02),Merseyrail,2296.0,885.0,863.0,120.0,6034.5,619.5,1059.0,31.0,53.0,16.0
Apr 2024 to Mar 2025 (Period 03),Merseyrail,445.0,1279.0,[z],48.0,6367.0,685.0,902.0,70.0,3.0,13.0
Apr 2024 to Mar 2025 (Period 04),Merseyrail,2313.0,1717.0,393.0,162.0,4473.0,563.0,889.0,51.0,11.5,11.0
Apr 2024 to Mar 2025 (Period 05),Merseyrail,2100.0,2175.0,272.0,829.0,4700.0,1047.5,1382.0,42.0,6.0,27.0
Apr 2024 to Mar 2025 (Period 06),Merseyrail,1017.0,695.0,567.0,51.0,3926.0,575.5,919.5,49.0,6.5,12.0
Apr 2024 to Mar 2025 (Period 07),Merseyrail,1663.0,203.0,403.0,101.0,3313.0,694.0,602.0,75.0,14.0,59.0
Apr 2024 to Mar 2025 (Period 08),Merseyrail,1899.0,2010.0,737.7,1381.0,4387.0,1474.0,1166.5,78.0,29.0,55.0
Apr 2024 to Mar 2025 (Period 09),Merseyrail,1980.0,983.0,4697.7,184.0,5845.0,1278.0,881.5,119.0,9.0,40.0
Apr 2024 to Mar 2025 (Period 10),Merseyrail,1661.0,2634.0,529.0,279.0,3103.0,765.0,1138.5,29.0,16.0,40.0
Apr 2024 to Mar 2025 (Period 11),Merseyrail,2082.0,1161.0,6907.0,27.0,3318.0,1024.0,1423.0,45.0,20.0,25.0
Apr 2024 to Mar 2025 (Period 12),Merseyrail,1121.5,3188.0,[z],470.0,3595.0,923.0,1157.5,51.0,13.0,16.0
Apr 2024 to Mar 2025 (Period 13),Merseyrail,1697.7,2043.5,64.5,2284.0,3155.6,804.9,1463.6,26.0,11.0,10.0
Apr 2025 to Mar 2026 (Period 01),Merseyrail,1357.8,4139.8,4.6,371.0,4234.8,551.5,2365.5,48.0,6.0,11.0
Apr 2022 to Mar 2023 (Period 01),Northern Trains,16841.7,13031.9,1038.6,5186.0,19009.5,6064.0,14773.5,4144.6,1027.1,2978.5
Apr 2022 to Mar 2023 (Period 02),Northern Trains,17645.7,9111.1,467.1,3187.0,16552.0,5393.5,17846.5,5070.9,926.2,2969.3
Apr 2022 to Mar 2023 (Period 03),Northern Trains,17182.2,10976.2,920.1,2110.0,16927.5,6008.5,14802.0,5531.9,1002.6,3617.7
Apr 2022 to Mar 2023 (Period 04),Northern Trains,19461.1,20078.6,10425.1,5263.0,18803.5,5314.0,12465.5,6504.7,1277.7,4946.0
Apr 2022 to Mar 2023 (Period 05),Northern Trains,15162.5,16046.0,3837.1,4931.0,16256.5,7141.0,12294.5,5501.0,1248.6,3942.8
Apr 2022 to Mar 2023 (Period 06),Northern Trains,16787.6,9839.3,2360.7,7872.0,16310.5,6033.0,14508.5,6637.6,1413.3,4167.4
Apr 2022 to Mar 2023 (Period 07),Northern Trains,15416.5,9535.3,5691.0,9708.0,17213.0,6308.3,11775.5,5523.8,1678.1,3779.5
Apr 2022 to Mar 2023 (Period 08),Northern Trains,15214.2,19281.4,25528.3,5632.2,18055.0,8130.5,17226.0,7390.1,3056.3,4837.9
Apr 2022 to Mar 2023 (Period 09),Northern Trains,13480.0,18849.3,22608.7,10070.0,17227.5,6736.5,18555.0,7912.4,1516.4,5207.2
Apr 2022 to Mar 2023 (Period 10),Northern Trains,5318.6,11936.9,5770.5,5110.0,10880.5,8047.5,12016.0,3268.3,967.4,2715.5
Apr 2022 to Mar 2023 (Period 11),Northern Trains,13716.2,24159.4,15612.6,9854.0,26047.0,8546.0,15202.0,6880.9,2161.5,5980.8
Apr 2022 to Mar 2023 (Period 12),Northern Trains,15128.9,18392.1,17404.7,11234.3,21443.1,7471.1,17031.4,7338.4,1826.4,5534.2
Apr 2022 to Mar 2023 (Period 13),Northern Trains,18065.3,15613.8,7233.2,5377.4,20844.5,6558.7,16224.7,5259.8,1705.5,4025.0
Apr 2023 to Mar 2024 (Period 01),Northern Trains,21460.4,17058.3,3054.2,6194.0,15926.5,4322.5,13576.0,7055.1,1308.5,4345.8
Apr 2023 to Mar 2024 (Period 02),Northern Trains,19267.3,24652.4,3691.2,8630.1,20308.5,4094.5,11907.0,8175.4,1239.0,5143.5
Apr 2023 to Mar 2024 (Period 03),Northern Trains,17418.0,23743.4,6852.3,11325.0,23886.5,5718.0,17487.5,8074.7,1518.1,4189.2
Apr 2023 to Mar 2024 (Period 04),Northern Trains,18491.5,21140.3,5249.6,8600.0,20175.0,4039.5,14670.0,7626.2,1521.3,5088.5
Apr 2023 to Mar 2024 (Period 05),Northern Trains,20491.3,14925.1,7285.5,4085.1,27327.5,5486.6,20741.5,8836.9,1350.4,5179.9
Apr 2023 to Mar 2024 (Period 06),Northern Trains,15154.2,20743.5,3081.8,8646.1,18294.2,4889.3,15953.5,7783.2,1190.5,3828.2
Apr 2023 to Mar 2024 (Period 07),Northern Trains,16797.2,22254.2,9531.2,3246.4,20234.5,8063.7,18071.3,11705.1,1246.4,4682.8
Apr 2023 to Mar 2024 (Period 08),Northern Trains,15124.9,27595.0,41221.5,5388.1,21548.5,6560.8,20393.9,9336.0,1886.1,5415.0
Apr 2023 to Mar 2024 (Period 09),Northern Trains,22176.0,30130.2,55830.1,13834.3,26166.7,9247.6,24290.9,12091.2,2637.9,6316.8
Apr 2023 to Mar 2024 (Period 10),Northern Trains,14087.3,18169.4,26917.9,3575.1,23286.2,10619.9,14802.5,9359.5,1411.2,4795.0
Apr 2023 to Mar 2024 (Period 11),Northern Trains,19076.1,34621.6,15466.5,8925.0,21535.4,5319.4,11840.8,8692.3,1144.2,5045.4
Apr 2023 to Mar 2024 (Period 12),Northern Trains,17912.1,16419.7,8692.2,8584.7,15146.1,6244.8,13539.4,6037.4,1475.3,4747.7
Apr 2023 to Mar 2024 (Period 13),Northern Trains,15415.8,16390.7,7703.1,6364.0,16647.0,6557.1,12034.0,7086.0,1549.4,4719.3
Apr 2024 to Mar 2025 (Period 01),Northern Trains,17590.5,17884.0,5790.0,11928.0,15895.0,4711.0,13925.0,4725.5,1612.0,3073.0
Apr 2024 to Mar 2025 (Period 02),Northern Trains,19135.5,20916.0,8584.5,7841.0,17542.5,5519.0,16590.0,6351.0,1345.5,2993.5
Apr 2024 to Mar 2025 (Period 03),Northern Trains,21886.5,14116.3,6067.0,8929.0,15575.5,5235.0,19385.5,9110.0,1225.4,3641.0
Apr 2024 to Mar 2025 (Period 04),Northern Trains,24023.6,19407.0,7220.2,5903.0,16101.5,5542.5,24462.0,8148.5,1276.0,3762.1
Apr 2024 to Mar 2025 (Period 05),Northern Trains,34321.5,21564.7,5542.6,6959.6,20462.5,5213.0,15774.5,8382.0,1122.8,3679.8
Apr 2024 to Mar 2025 (Period 06),Northern Trains,29491.8,22623.8,14310.4,6055.0,20338.5,6028.5,19664.5,9210.6,1240.7,3207.5
Apr 2024 to Mar 2025 (Period 07),Northern Trains,21592.8,27840.6,13869.1,7434.0,25767.5,5898.5,26814.0,9672.5,1689.3,4032.5
Apr 2024 to Mar 2025 (Period 08),Northern Trains,21519.7,25620.9,32034.6,7004.9,21304.5,7414.0,26922.5,7262.9,1735.1,3648.4
Apr 2024 to Mar 2025 (Period 09),Northern Trains,27950.1,28004.4,44571.8,4752.0,24298.0,6224.5,17756.5,10375.5,1603.8,5220.8
Apr 2024 to Mar 2025 (Period 10),Northern Trains,14322.9,20014.3,14530.4,6033.0,23319.5,10087.5,17013.5,7233.4,1443.4,3564.2
Apr 2024 to Mar 2025 (Period 11),Northern Trains,18692.7,31328.8,32028.3,4898.0,28745.5,5973.0,12918.5,10956.6,1361.4,3416.5
Apr 2024 to Mar 2025 (Period 12),Northern Trains,18804.4,20026.1,3964.3,7063.2,25487.0,4637.0,12880.0,8950.3,1785.1,3535.5
Apr 2024 to Mar 2025 (Period 13),Northern Trains,17357.2,17689.9,3183.9,8720.6,18659.9,5361.2,9428.1,7760.5,1300.0,3355.9
Apr 2025 to Mar 2026 (Period 01),Northern Trains,22297.2,19710.7,1373.4,8691.6,20208.0,4805.5,9254.1,10403.7,1473.4,2998.6
Apr 2022 to Mar 2023 (Period 01),ScotRail,10810.0,5937.0,3909.0,1980.0,6898.5,3209.0,4753.5,951.5,292.6,568.5
Apr 2022 to Mar 2023 (Period 02),ScotRail,4981.0,7648.0,2812.4,2151.0,5587.0,3529.5,9637.5,896.0,226.2,520.5
Apr 2022 to Mar 2023 (Period 03),ScotRail,4987.0,4713.0,1090.3,1716.0,3714.0,2878.0,4000.5,740.5,171.0,559.6
Apr 2022 to Mar 2023 (Period 04),ScotRail,5098.0,5427.1,4967.1,1976.0,6707.0,3325.0,3919.0,1022.9,166.5,763.9
Apr 2022 to Mar 2023 (Period 05),ScotRail,6658.0,8805.0,18266.0,3393.0,6931.5,3399.0,5680.0,1271.7,405.0,862.2
Apr 2022 to Mar 2023 (Period 06),ScotRail,7394.0,5795.0,12555.4,2635.0,7679.5,4109.5,4315.0,1198.0,747.6,1058.6
Apr 2022 to Mar 2023 (Period 07),ScotRail,7672.5,6689.6,22462.9,4397.0,8955.0,2347.5,5510.5,950.2,444.0,911.7
Apr 2022 to Mar 2023 (Period 08),ScotRail,4561.7,8934.9,30884.4,3048.0,6806.7,1400.5,4643.0,2282.5,800.1,1365.8
Apr 2022 to Mar 2023 (Period 09),ScotRail,6002.6,13357.8,21528.9,2948.1,7356.7,1843.5,4802.0,2016.7,586.0,2022.0
Apr 2022 to Mar 2023 (Period 10),ScotRail,2814.1,6904.3,18106.6,1582.2,7516.2,2876.5,3569.1,1771.0,769.5,913.2
Apr 2022 to Mar 2023 (Period 11),ScotRail,4912.8,8085.7,11925.0,3751.1,8622.2,4422.1,4357.5,1702.3,689.3,881.7
Apr 2022 to Mar 2023 (Period 12),ScotRail,6092.8,7777.4,4457.1,4678.1,6905.1,3886.8,3610.5,1360.6,563.0,892.5
Apr 2022 to Mar 2023 (Period 13),ScotRail,5084.6,9532.1,8747.4,3087.6,6414.2,3697.8,4008.4,1796.8,380.3,539.3
Apr 2023 to Mar 2024 (Period 01),ScotRail,10048.5,7386.0,2880.5,3106.0,7644.5,3289.0,3400.5,1367.0,454.8,433.0
Apr 2023 to Mar 2024 (Period 02),ScotRail,8044.1,6528.0,1669.0,2869.0,8248.5,3126.5,3324.5,1438.4,380.5,1250.5
Apr 2023 to Mar 2024 (Period 03),ScotRail,9313.5,12233.3,8401.5,2831.0,10488.0,4097.0,4355.5,1875.1,337.5,606.5
